,file no.,accuracy,sensitivity,specificity,G-mean
0,01,0.8349638846287043,0.7595271379079803,0.8435088226587081,0.8004172923382519
1,04,0.8867313115321822,0.7107754807849819,0.9050685422606143,0.8020601774609252
2,12,0.8778818087369514,0.7503969887666883,0.8928618323301152,0.8185357844133793
3,09,0.9133014644040963,0.5818478433869171,0.9412289289114779,0.7400351494493497
4,15,0.8975782911987334,0.5824600110314396,0.92441599055116,0.7337815397337738
